"","card","reports","age","income","expenditure","owner","selfemp","dependents","majorcards","active","years"
"991",1,0,40,30000,40.3275,1,0,3,1,9,1
"992",1,0,26,22000,38.70833,1,0,1,1,7,2
"993",1,0,44,30000,57.30667,1,0,1,1,5,0
"994",1,0,46,42000,30.44583,1,0,1,1,27,18
"995",1,0,34,23700,106.7208,1,0,0,1,13,3
"996",1,1,39,25200,181.4142,1,0,0,1,8,12
"997",1,1,37,54900,732.9792,1,0,1,1,19,5
"998",1,0,20,29800,0,0,0,0,1,0,2
"999",0,0,27,36000,0,0,0,0,1,2,2
"1000",1,0,40,22500,95.52834,1,0,0,1,7,20
"1001",1,0,46,32240,896.9384,1,0,5,0,9,14
"1002",1,0,52,50000,85.24083,1,0,1,0,16,17
"1003",0,3,35,26700,0,0,0,0,1,25,4
"1004",1,0,30,37500,298.4783,1,0,1,1,9,1
"1005",1,0,62,37500,0,1,0,0,1,5,24
"1006",1,0,33,37000,11.7125,1,0,2,1,15,2
"1007",1,0,39,33000,65.81834,1,0,3,1,19,16
"1008",1,0,37,70000,898.4258,1,0,3,1,8,2
"1009",1,2,34,33748,494.4875,0,0,1,1,15,6
"1010",0,0,30,31200,0,0,0,2,0,5,1
"1011",1,0,43,25900,67.53584,1,1,3,1,5,8
"1012",1,2,29,21000,126.1033,1,0,3,0,5,8
"1013",1,0,53,30000,98.6825,1,0,1,1,8,18
"1014",1,0,30,30000,264.9658,1,0,1,0,11,4
"1015",1,0,46,44000,17.08333,1,0,3,1,18,1
"1016",1,0,30,31000,469.2475,1,0,2,1,15,3
"1017",1,0,31,29800,108.2958,0,0,3,1,9,3
"1018",1,0,22,28000,590.9484,1,0,1,1,7,0
"1019",0,0,37,18339,0,0,0,2,1,0,4
"1020",1,0,22,32905,48.08333,0,0,2,1,5,2
"1021",1,0,29,27000,0,0,0,0,1,20,2
"1022",1,0,28,39000,141.6883,1,0,1,1,17,4
"1023",0,5,27,18000,0,0,0,2,1,7,3
"1024",1,0,31,32000,109.6092,0,0,2,1,0,1
"1025",1,0,33,36500,1637.527,1,0,1,1,7,3
"1026",1,0,31,35000,114.5575,0,0,5,1,9,5
"1027",1,0,41,47700,11.6725,1,0,0,1,10,12
"1028",1,0,39,42000,22.3575,1,0,0,1,5,2
"1029",0,10,43,50000,0,1,1,4,1,11,12
"1030",1,0,25,20000,91.4125,1,1,1,0,10,2
"1031",1,0,26,26000,239.4867,1,0,0,1,13,1
"1032",1,0,61,50000,190.4308,1,0,2,0,0,0
"1033",1,0,44,40000,66.7325,1,1,2,1,12,10
"1034",1,0,61,53726,221.8892,1,1,0,1,0,1
"1035",1,0,41,27246,446.415,0,0,2,1,14,3
"1036",1,0,21,18000,830.2767,0,0,0,0,0,0
"1037",1,0,46,40000,113.6308,1,0,2,0,16,2
"1038",1,0,27,21000,0,0,0,2,1,18,2
"1039",0,0,34,25500,0,0,0,3,1,0,3
"1040",1,0,31,25000,127.3725,1,0,1,1,23,2
"1041",1,0,24,20000,166.9017,0,0,0,1,0,1
"1042",1,0,35,30000,315.9425,0,0,6,0,16,1
"1043",1,0,39,26000,171.8608,1,0,0,1,9,4
"1044",1,1,36,24000,46.60583,0,1,1,1,13,3
"1045",1,0,36,40000,306.4683,1,0,0,1,11,1
"1046",1,0,43,62000,31,1,0,2,1,14,11
"1047",1,0,23,22000,140.2992,0,0,0,1,3,1
"1048",0,1,28,20000,0,0,0,3,1,2,0
"1049",1,1,45,58000,175.6442,1,0,2,1,16,12
"1050",1,0,31,18000,29.51583,0,0,0,1,10,0
"1051",1,0,27,32640,67.20167,0,0,0,1,5,1
"1052",1,0,24,21000,146.27,1,0,0,1,14,2
"1053",1,0,23,27456,4.583333,0,0,0,1,9,1
"1054",1,1,55,37000,160.4517,1,0,1,1,4,25
"1055",1,0,35,48150,171.5125,1,0,2,1,18,4
"1056",1,0,46,30500,8.125,1,0,0,0,4,8
"1057",1,0,39,24000,384.1725,0,0,1,1,7,8
"1058",1,0,35,50000,1774.356,1,0,3,1,7,3
"1059",1,0,19,26000,285.255,0,0,0,1,2,7
"1060",1,0,28,40000,49.25,1,1,3,1,13,3
"1061",1,0,46,68000,40.19917,1,1,0,1,2,4
"1062",1,0,47,19400,26.5,0,0,0,0,13,1
"1063",1,0,25,24500,183.5608,0,0,0,1,6,4
"1064",1,0,51,45300,45.35417,1,0,4,0,5,10
"1065",1,0,41,68250,664.6025,0,0,2,1,0,1
"1066",1,1,36,38500,37.015,0,0,1,1,8,3
"1067",1,0,32,27500,862.9642,1,0,2,1,9,2
"1068",0,3,42,35000,0,1,0,2,1,19,3
"1069",0,3,33,30000,0,1,0,3,1,7,3
"1070",1,0,22,23000,143.4292,1,0,2,1,10,2
"1071",1,0,29,18000,124.6325,0,0,0,1,3,4
"1072",1,0,21,22000,577.9833,0,0,0,1,6,12
"1073",1,0,35,48000,266.3433,1,0,3,1,0,1
"1074",1,0,28,20400,30.0525,1,0,2,1,4,3
"1075",1,1,36,16800,193.3225,1,0,0,1,12,4
"1076",1,0,24,27811,121.6333,0,0,0,1,0,0
"1077",1,0,64,60000,8.333333,0,0,0,1,14,4
"1078",1,0,26,35000,158.6017,0,0,0,0,2,3
"1079",0,4,42,18000,0,0,0,2,1,10,4
"1080",1,0,35,39000,178.4558,1,0,2,1,7,3
"1081",1,0,21,20000,167.04,0,0,0,1,1,1
"1082",1,2,42,71195,569.5458,1,0,3,1,6,8
"1083",0,2,25,18500,0,0,0,0,0,3,1
"1084",1,0,32,16000,351.3633,0,0,0,1,3,0
"1085",1,0,34,48500,198.0233,1,0,2,1,12,10
"1086",1,0,37,28250,153.7517,1,0,0,1,2,20
"1087",0,1,27,27000,0,0,0,1,0,6,14
"1088",0,0,56,14500,0,1,0,0,1,4,20
"1089",1,0,27,18000,9.166667,1,0,0,1,9,4
"1090",0,0,33,37000,0,1,0,2,1,0,6
"1091",1,0,19,19000,448.0233,0,0,0,0,1,16
"1092",1,0,36,26200,470.2967,1,0,1,0,9,0
"1093",1,0,25,37500,400.0708,1,0,0,1,11,1
"1094",1,0,46,45000,149.0967,1,0,2,1,9,11
"1095",0,4,38,37000,0,0,0,2,1,11,2
"1096",1,1,42,38360,332.2392,1,0,3,1,14,1
"1097",0,0,26,15900,0,0,0,0,1,9,7
"1098",0,2,26,20700,0,0,0,0,0,7,2
"1099",1,0,31,51000,721.06,1,0,3,1,9,1
"1100",0,3,40,40128,0,0,0,1,1,17,1
"1101",1,0,67,44692,7.083333,0,0,1,1,1,3
"1102",1,0,33,35000,166.2383,0,0,0,1,1,2
"1103",1,0,46,50000,5.520833,1,0,0,1,14,12
"1104",1,1,28,25000,5.833333,0,0,1,1,6,2
"1105",1,0,30,15000,78.885,0,0,1,0,5,2
"1106",1,1,47,38425,20.25,1,0,2,1,16,19
"1107",1,1,43,36000,113.9475,1,0,2,1,22,5
"1108",1,0,44,29500,493.7333,0,0,0,1,13,15
"1109",1,0,38,23850,332.7042,1,1,0,1,13,14
"1110",1,0,28,21600,42.51667,0,0,0,0,3,4
"1111",1,0,32,20070,151.0325,0,0,1,1,0,0
"1112",1,0,23,15600,128.0725,1,0,0,0,7,0
"1113",0,4,58,20000,0,1,1,0,0,44,3
"1114",1,0,23,29000,0,0,0,1,1,0,1
"1115",1,0,24,37000,219.2717,1,0,1,1,5,1
"1116",1,0,37,38400,37.71333,0,0,3,1,0,1
"1117",0,1,63,21375,0,1,0,0,1,7,20
"1118",0,0,23,24000,0,0,0,0,1,0,0
"1119",1,0,24,24000,362.6383,0,0,0,1,0,1
"1120",1,0,41,20000,8.333333,1,0,0,0,4,1
"1121",0,0,28,15480,0,0,0,3,0,1,0
"1122",0,1,52,20000,0,1,0,3,1,7,4
"1123",1,0,28,31000,580.9725,1,0,0,1,5,1
"1124",1,0,29,25000,25.29167,1,0,0,1,16,2
"1125",1,0,39,51000,210.2283,1,0,3,0,22,5
"1126",1,0,32,20000,121.3367,1,0,1,1,2,2
"1127",1,0,33,36000,77.80666,0,0,3,1,9,1
"1128",1,0,25,33984,0,1,0,2,0,4,2
"1129",1,0,42,42000,87.30666,1,0,4,1,14,3
"1130",0,3,35,17000,0,1,0,3,0,25,11
"1131",0,0,33,19390,0,0,0,1,1,5,8
"1132",1,0,34,29000,471.345,1,0,2,1,8,12
"1133",1,0,48,17000,16.63417,1,0,0,1,18,9
"1134",0,0,27,49000,0,0,0,2,1,0,0
"1135",1,0,40,22224,737.0808,1,0,2,1,14,1
"1136",1,0,32,61064,544.5208,1,0,1,1,1,6
"1137",0,1,21,26250,0,0,1,0,1,2,2
"1138",0,2,22,15600,0,1,0,0,1,12,0
"1139",1,0,28,26520,160.875,1,0,3,1,3,2
"1140",1,0,44,28000,108.6233,1,0,0,1,1,12
"1141",1,0,24,16000,500.6158,1,0,0,0,1,4
"1142",1,0,29,50000,674.9092,1,0,4,1,0,0
"1143",1,1,28,20400,364.8192,0,0,0,1,10,2
"1144",1,0,48,50400,216.165,0,0,3,1,9,4
"1145",0,0,20,19200,0,0,0,0,0,4,0
"1146",0,0,42,34000,0,1,0,3,1,9,0
"1147",1,0,43,32000,287.7583,1,0,0,1,9,6
"1148",1,0,45,31000,323.0633,1,0,0,1,5,6
"1149",1,0,36,18829,214.0975,0,0,1,1,12,0
"1150",1,0,22,24000,163.8392,0,0,0,0,1,9
"1151",1,0,26,30000,154.74,1,0,0,1,16,3
"1152",0,0,41,18400,0,0,1,2,1,0,2
"1153",1,0,36,25000,164.81,1,0,1,0,11,4
"1154",1,0,31,51120,126.3867,1,0,2,1,19,1
"1155",1,0,52,25000,39.91167,1,0,0,0,3,12
"1156",1,0,34,54000,321.2108,1,0,3,1,4,2
"1157",0,2,31,25000,0,0,0,0,1,18,1
"1158",1,0,33,21000,228.9658,0,0,0,0,0,0
"1159",1,1,33,60000,449.0392,0,0,0,0,17,0
"1160",1,0,26,15600,79.60917,0,0,2,1,13,1
"1161",1,0,32,40700,233.0417,0,0,0,1,14,1
"1162",1,1,21,27000,266.1908,0,0,0,1,22,12
"1163",1,0,23,20400,204.0875,1,0,0,1,12,1
"1164",1,0,60,28000,101.8542,1,0,3,1,7,19
"1165",1,0,25,62000,881.2642,0,0,0,1,7,1
"1166",1,0,30,21900,889.585,0,0,0,1,0,0
"1167",1,0,29,32000,142.8775,0,0,0,0,6,3
"1168",1,0,48,23000,434.125,1,0,0,0,2,6
"1169",1,0,25,17600,201.6583,0,0,0,1,12,2
"1170",0,0,70,18000,0,1,0,0,0,5,44
"1171",1,0,53,39600,7.083333,1,0,1,0,5,15
"1172",1,0,54,25000,18.25417,1,0,1,0,13,8
"1173",1,0,32,22800,127.9833,1,0,0,0,15,4
"1174",1,0,34,25000,161.1617,1,0,1,1,6,2
"1175",1,0,23,26000,1786.277,0,0,0,1,0,0
"1176",1,0,25,22000,284.2558,1,0,0,1,6,3
"1177",1,4,40,24480,426.4467,1,0,1,1,12,3
"1178",0,2,48,68000,0,1,1,1,0,20,5
"1179",0,0,36,45000,0,1,0,6,0,0,0
"1180",1,0,50,49600,435.9908,1,0,4,1,7,14
"1181",1,0,35,50000,58.08083,1,0,4,1,0,0
"1182",1,0,35,21000,103.3283,0,0,2,1,4,4
"1183",1,0,47,104000,2001.547,1,0,2,0,0,1
"1184",0,0,20,15600,0,1,0,0,0,3,4
"1185",0,9,30,23000,0,0,1,3,1,9,1
"1186",0,0,40,49875,0,1,0,2,1,16,3
"1187",0,6,35,56335,0,1,0,3,0,10,2
"1188",0,0,24,16720,0,0,0,0,1,0,2
"1189",1,0,25,15100,258.1667,1,0,0,1,2,2
"1190",1,0,39,28463,15.83333,1,0,1,1,16,10
"1191",1,0,25,23000,163.0392,0,0,0,1,7,2
"1192",1,0,25,30000,475.0183,0,0,0,0,0,1
"1193",1,1,23,22000,429.905,1,0,0,0,9,19
"1194",1,0,50,2100,47.24166,1,0,2,1,1,4
"1195",1,0,37,28000,396.5,0,0,0,1,23,3
"1196",0,0,20,18000,0,0,0,0,0,1,0
"1197",0,2,25,22000,0,0,0,0,1,8,0
"1198",1,1,28,30000,73.1725,0,0,0,1,5,4
"1199",1,0,46,24000,23.58333,1,0,2,1,11,10
"1200",0,0,21,12000,0,0,1,1,1,0,2
"1201",1,0,54,68000,569.9183,0,0,0,1,15,2
"1202",1,0,25,15000,24.07,0,0,0,1,5,2
"1203",1,0,32,27000,258.8783,0,0,0,1,0,2
"1204",1,1,44,35000,387.2183,1,0,3,0,19,15
"1205",0,0,32,21000,0,0,0,2,1,2,5
"1206",1,0,23,25000,839.3008,0,0,0,1,1,0
"1207",1,0,28,54700,133.0683,1,0,3,1,0,2
"1208",0,0,28,23500,0,0,0,3,1,0,0
"1209",1,0,22,16500,68.54583,0,0,0,1,3,3
"1210",1,0,34,92000,664.1208,1,0,5,1,7,7
"1211",1,1,55,72900,647.2067,1,0,2,1,9,6
"1212",1,0,33,27200,402.7225,0,0,1,1,8,0
"1213",1,0,40,36240,47.08167,1,0,3,1,19,10
"1214",1,0,26,53000,242.145,1,0,1,1,20,2
"1215",1,0,55,49000,273.49,1,0,2,1,17,8
"1216",1,0,32,36208,150.2917,1,0,3,1,13,8
"1217",1,0,39,21360,106.2008,0,0,1,1,14,6
"1218",1,0,28,25000,402.7875,1,0,0,1,7,2
"1219",0,0,40,4900,0,1,0,2,1,0,8
"1220",1,1,56,43000,125.4817,1,0,0,1,31,0
"1221",1,0,42,63000,213,1,0,4,1,20,6
"1222",1,0,21,24000,201.5825,0,0,0,1,5,0
"1223",1,0,33,28000,70.285,1,0,1,1,20,6
"1224",1,0,38,50000,188.7275,1,0,4,1,25,3
"1225",1,0,28,28000,32.66667,0,0,0,1,19,2
"1226",1,0,31,28000,202.47,1,0,3,1,17,1
"1227",1,0,30,26500,69.4275,0,0,3,1,9,3
"1228",0,0,25,16000,0,0,0,0,1,0,1
"1229",0,4,47,21000,0,0,0,0,0,3,2
"1230",0,0,36,24080,0,0,0,4,1,0,1
"1231",0,1,53,31000,0,1,0,2,1,9,6
"1232",1,0,34,26160,84.73167,0,0,2,1,12,0
"1233",0,0,53,110000,0,1,1,0,1,0,36
"1234",1,0,22,18000,80.055,0,0,0,0,1,4
"1235",1,0,30,25000,43.43667,1,0,3,1,14,4
"1236",1,0,25,18000,142.9508,0,0,0,0,4,2
"1237",0,0,21,27268,0,0,0,1,1,0,2
"1238",0,0,23,20500,0,0,0,0,0,4,4
"1239",1,0,41,50500,119.3017,1,0,0,1,10,11
"1240",0,2,34,38000,0,1,0,0,1,11,13
"1241",0,1,35,42880,0,1,0,3,0,13,2
"1242",1,0,29,36000,130.0267,1,1,0,1,10,5
"1243",1,0,31,43000,482.6575,1,0,4,1,7,1
"1244",0,0,41,44400,0,1,0,2,1,3,8
"1245",1,0,38,26000,858.3475,0,0,0,1,16,3
"1246",0,1,34,41000,0,1,0,2,1,15,2
"1247",0,0,29,28600,0,0,0,0,1,0,3
"1248",1,0,27,24000,33.01333,0,0,0,1,1,5
"1249",1,0,23,18000,46.05584,0,0,1,0,0,0
"1250",1,0,34,18000,169.8767,0,0,0,1,8,0
"1251",1,0,38,51000,90.06333,0,0,0,1,7,5
"1252",1,0,36,35606,323.5875,0,0,0,1,0,1
"1253",1,0,30,41500,520.3417,0,0,1,1,4,1
"1254",0,0,32,20237,0,0,0,0,1,3,1
"1255",1,0,23,18000,167.2125,0,0,0,1,0,0
"1256",1,1,25,29000,209.8442,0,0,0,1,6,23
"1257",0,6,36,40000,0,0,0,0,0,5,2
"1258",1,0,29,29500,229.7975,0,0,0,1,4,2
"1259",0,0,37,32000,0,0,0,0,1,0,1
"1260",1,0,41,45000,536.25,1,0,2,1,10,0
"1261",0,6,37,70000,0,1,0,4,1,10,10
"1262",0,0,19,22000,0,0,0,0,1,0,0
"1263",1,0,22,28000,191.8358,0,0,0,1,0,0
"1264",1,0,29,22000,0,0,0,0,1,0,1
"1265",1,0,27,57700,362.7542,1,0,1,1,11,1
"1266",1,0,43,24317,163.18,0,0,2,1,28,2
"1267",1,0,37,70000,176.2717,1,0,2,1,17,1
"1268",1,0,27,21500,61.33333,0,0,0,0,4,1
"1269",1,0,42,52000,57.44083,1,0,3,1,9,2
"1270",1,0,28,47000,948.3625,1,0,0,1,19,0
"1271",1,0,26,25000,132.5883,1,0,0,1,13,1
"1272",1,0,48,50000,91.17667,0,0,3,1,0,1
"1273",1,0,28,35000,146.4275,1,0,2,1,11,1
"1274",1,0,26,24500,111.8183,0,0,0,1,11,0
"1275",0,0,21,99999,0,0,0,2,0,0,1
"1276",1,0,31,32000,396.2717,1,0,2,0,7,1
"1277",1,0,28,35400,19.59,0,0,2,1,0,0
"1278",1,0,49,31144,21.465,1,0,1,0,6,13
"1279",0,2,35,22500,0,0,0,1,1,3,7
"1280",1,1,49,60000,885.0858,1,0,3,1,19,10
"1281",0,11,25,16800,0,0,0,2,1,8,0
"1282",1,0,30,24000,29.95667,0,0,1,1,8,2
"1283",1,0,41,32000,26.87833,0,0,1,1,2,1
"1284",1,0,41,60000,394.5717,1,0,0,1,5,4
"1285",1,0,22,17500,906.3092,0,0,0,1,0,0
"1286",0,0,36,45000,0,1,0,2,1,0,19
"1287",1,0,40,25000,400.4475,0,0,0,1,4,1
"1288",1,0,32,25500,303.6742,0,0,1,1,7,5
"1289",1,0,33,32600,143.0158,0,0,0,1,18,3
"1290",1,1,23,36000,146.4417,0,0,0,1,20,2
"1291",0,0,35,27800,0,0,0,0,1,0,0
"1292",1,0,58,44000,97.18417,1,1,1,1,12,11
"1293",1,0,39,32000,38.9975,1,0,2,1,19,2
"1294",0,0,27,16000,0,1,0,1,0,0,2
"1295",0,0,24,16360,0,0,0,1,1,0,1
"1296",1,0,30,27000,27.41667,0,0,2,1,8,0
"1297",1,0,34,35000,179.7167,1,0,0,0,10,2
"1298",1,1,39,34224,82.65916,1,0,0,1,12,3
"1299",1,0,38,65000,157.8442,1,0,3,1,9,5
"1300",1,0,20,20000,63.55167,0,0,0,1,6,9
"1301",1,0,36,35800,154.8592,1,0,2,1,7,10
"1302",1,0,26,25000,44.02083,0,0,0,1,10,2
"1303",1,1,40,20000,424.6292,1,0,1,1,10,10
"1304",1,0,31,25120,4.583333,0,1,3,0,4,3
"1305",0,0,39,23004,0,0,1,0,1,3,4
"1306",0,0,23,38600,0,0,0,1,0,4,3
"1307",0,1,30,21800,0,0,1,0,1,1,1
"1308",1,0,34,45660,7.333333,1,0,0,1,19,8
"1309",0,5,24,31920,0,0,0,3,1,5,1
"1310",1,0,41,46000,101.2983,1,0,2,1,2,0
"1311",1,0,33,37000,26.99667,0,1,0,1,7,5
"1312",1,0,48,37000,344.1575,1,0,2,1,0,0
